id,project_id,quality_attribute,sentiment,similarity_score,issue_id,reasoning
0,157154,adjustability,-,0.4016866683959961,1671207060,Detected negative references to adjustability (confidence: 0.40).
1,157154,io cost,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
2,157154,count product,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
3,157154,wordpressanim,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
4,157154,y lim,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
5,157154,width ratios,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
6,157154,partits,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
7,157154,getmarketlabel,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
8,157154,index/array,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
9,157154,map/screen,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
10,157154,hue pal,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
11,157154,enumbers,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
12,157154,experiment type,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
13,157154,null bitmap,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
14,157154,code/executable,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
15,157154,loadpoop,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
16,157154,minorunit,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
17,157154,customshadowvariable,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
18,157154,ambient temperature,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
19,157154,outcol,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
20,157154,webascender,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
21,157154,w150,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
22,157154,15775,-,0.3816023349761963,1671207060,Sub-attribute of 'adjustability'. Detected negative references to adjustability (confidence: 0.40).
